Churn,Contract,Customer ID,Dependents,Device Protection,Dimension,Gender,Info 1,Info 2,Info 3,Internet Service,Message,Monthly Charges (bin),Monthly Charges (bin) 2,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Tech Support,Tenure,Total Charges (bin),# Customers,Churn Rate count yes,"Churn Rate, %",Monthly Charges,Monthly Charges ,Total Charges,Total per Tenure
No,Two year,5360-LJCNJ,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,71,7555,1,0,0.00%,105.15,105.15,7555,106.4084507
No,One year,8646-JCOMS,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,88,89.6,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,66,6130,1,0,0.00%,90.55,90.55,6130.95,92.89318182
No,Month-to-month,2027-WKXMW,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,106.4,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,63,6871,1,0,0.00%,108.75,108.75,6871.7,109.0746032
No,Month-to-month,2067-QYTCF,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,64,6953,1,0,0.00%,111.15,111.15,6953.4,108.646875
No,One year,4350-ZTLPI,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,106.4,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,53,5718,1,0,0.00%,108.95,108.95,5718.2,107.890566
No,One year,7409-JURKQ,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,53,5809,1,0,0.00%,111.8,111.8,5809.75,109.6179245
No,One year,0103-CSITQ,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,57,6252,1,0,0.00%,109.4,109.4,6252.7,109.6964912
No,One year,1360-XFJMR,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,67,7344,1,0,0.00%,109.7,109.7,7344.45,109.6186567
No,Two year,9488-FYQAU,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,63,6841,1,0,0.00%,109.25,109.25,6841.4,108.5936508
No,Two year,3096-YXENJ,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,106.4,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,65,7082,1,0,0.00%,107.65,107.65,7082.85,108.9669231
No,Two year,8309-PPCED,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,7982,1,0,0.00%,110.45,110.45,7982.5,110.8680556
No,Two year,0345-XMMUG,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,106.4,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,46,4854,1,0,0.00%,108.9,108.9,4854.3,105.5282609
No,Two year,9330-VOFSZ,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,60,6640,1,0,0.00%,110.8,110.8,6640.7,110.6783333
No,Two year,6297-NOOPG,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,70,7752,1,0,0.00%,110.5,110.5,7752.05,110.7435714
No,Two year,7566-DSRLQ,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,72,7998,1,0,0.00%,110.15,110.15,7998.8,111.0944444
No,Month-to-month,5606-AMZBO,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,76,75.6,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,0,No,No,No,10,765,1,0,0.00%,78.15,78.15,765.15,76.515
No,Month-to-month,0058-EVZWM,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,88,89.6,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,Yes,No,55,4959,1,0,0.00%,89.8,89.8,4959.6,90.17454546
No,Month-to-month,8468-EHYJA,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,96,98,Yes,No,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,57,5497,1,0,0.00%,99.65,99.65,5497.05,96.43947368
No,Month-to-month,2040-VZIKE,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,100,100.8,Yes,No,Yes,Yes,Yes,Mailed check,Yes,0,Yes,Yes,No,49,4847,1,0,0.00%,100.85,100.85,4847.35,98.9255102
No,One year,6284-KMNUF,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,96,98,Yes,No,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,56,5270,1,0,0.00%,98,98,5270.6,94.11785714
No,Two year,2434-EEVDB,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,0,No,Yes,No,64,5948,1,0,0.00%,94.6,94.6,5948.7,92.9484375
No,Month-to-month,5055-MGMGF,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,No,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,65,6914,1,0,0.00%,105.05,105.05,6914.95,106.3838462
No,One year,5678-VFNEQ,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,71,7412,1,0,0.00%,104.1,104.1,7412.25,104.3978873
No,One year,5802-ADBRC,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,No,Yes,Yes,Yes,Mailed check,Yes,0,Yes,Yes,No,50,5232,1,0,0.00%,104.4,104.4,5232.9,104.658
No,Two year,4389-UEFCZ,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,No,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,72,7544,1,0,0.00%,105.5,105.5,7544,104.7777778
No,Two year,9070-BCKQP,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,72,7881,1,0,0.00%,110.15,110.15,7881.2,109.4611111
No,Two year,7570-WELNY,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,84,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,68,5711,1,0,0.00%,84.7,84.7,5711.05,83.98602941
No,Two year,2904-GGUAZ,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,84,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,72,6052,1,0,0.00%,84.05,84.05,6052.25,84.05902778
No,Month-to-month,5334-JLAXU,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,No,60,5475,1,0,0.00%,94.1,94.1,5475.9,91.265
No,Month-to-month,4760-THGOT,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,No,No,43,4107,1,0,0.00%,94.1,94.1,4107.3,95.51860465
No,Two year,2190-PHBHR,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,No,72,6921,1,0,0.00%,94.45,94.45,6921.7,96.13472222
No,Month-to-month,0060-FUALY,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,No,59,5597,1,0,0.00%,94.75,94.75,5597.65,94.87542373
No,One year,4837-QUSFT,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,100,98,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,Yes,Yes,65,6643,1,0,0.00%,100.15,100.15,6643.5,102.2076923
No,Month-to-month,0237-YFUTL,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,50,5405,1,0,0.00%,109.65,109.65,5405.8,108.116
No,Two year,8819-ZBYNA,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,106.4,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,58,6393,1,0,0.00%,109.1,109.1,6393.65,110.2353448
No,One year,0409-WTMPL,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,58,6526,1,0,0.00%,110.65,110.65,6526.65,112.5284483
No,One year,5140-FOMCQ,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,106.4,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,59,6557,1,0,0.00%,109.15,109.15,6557.75,111.1483051
No,Two year,5795-KTGUD,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,68,7553,1,0,0.00%,110.8,110.8,7553.6,111.0823529
No,Two year,0536-ACXIP,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,72,8165,1,0,0.00%,109.55,109.55,8165.1,113.4041667
No,Two year,2272-WUSPA,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,72,7751,1,0,0.00%,110.75,110.75,7751.7,107.6625
No,Month-to-month,2270-CHBFN,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,No,No,Yes,44,4060,1,0,0.00%,95.1,95.1,4060.55,92.28522727
No,Two year,4024-CSNBY,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,72,6849,1,0,0.00%,94.25,94.25,6849.75,95.13541667
No,Two year,6719-FGEDO,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,96,95.2,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,72,7104,1,0,0.00%,97,97,7104.2,98.66944444
No,Two year,1621-YNCJH,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,36,3834,1,0,0.00%,106.05,106.05,3834.4,106.5111111
No,Two year,7663-YJHSN,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,100,103.6,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,Yes,Yes,72,7556,1,0,0.00%,103.95,103.95,7556.9,104.9569444
No,One year,1229-RCALF,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,112,114.8,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,64,7396,1,0,0.00%,115,115,7396.15,115.5648438
No,Two year,5038-ETMLM,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,112,112,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,8182,1,0,0.00%,113.65,113.65,8182.75,113.6493056
No,Two year,9298-WGMRW,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,112,114.8,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,8312,1,0,0.00%,115.5,115.5,8312.75,115.4548611
No,Two year,3669-WHAFY,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,112,114.8,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,71,8078,1,0,0.00%,115.15,115.15,8078.1,113.7760563
No,Two year,9239-GZHZE,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,112,112,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,72,8124,1,0,0.00%,113.65,113.65,8124.2,112.8361111
No,Two year,2121-JAFOM,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,112,114.8,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,72,8312,1,0,0.00%,115.55,115.55,8312.4,115.45
No,Two year,6650-BWFRT,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,116,114.8,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,72,8529,1,0,0.00%,117.15,117.15,8529.5,118.4652778
